ID,Nome,Preço,Quantidade em Estoque
54394,Produto 54394,80.8,40
54395,Produto 54395,584.91,87
54396,Produto 54396,174.59,51
54397,Produto 54397,685.11,14
54398,Produto 54398,634.6,35
54399,Produto 54399,16.24,16
54400,Produto 54400,297.53,14
54401,Produto 54401,329.39,23
54402,Produto 54402,580.97,8
54403,Produto 54403,854.13,27
54404,Produto 54404,639.2,18
54405,Produto 54405,717.51,11
54406,Produto 54406,432.45,63
54407,Produto 54407,840.92,96
54408,Produto 54408,662.47,5
54409,Produto 54409,130.71,64
54410,Produto 54410,630.52,35
54411,Produto 54411,646.53,30
54412,Produto 54412,828.36,70
54413,Produto 54413,84.33,34
54414,Produto 54414,722.12,17
54415,Produto 54415,573.13,16
54416,Produto 54416,101.93,42
54417,Produto 54417,92.81,91
54418,Produto 54418,314.37,76
54419,Produto 54419,125.35,94
54420,Produto 54420,625.1,32
54421,Produto 54421,967.59,28
54422,Produto 54422,691.74,39
54423,Produto 54423,459.0,34
54424,Produto 54424,858.72,33
54425,Produto 54425,937.47,96
54426,Produto 54426,189.68,59
54427,Produto 54427,389.18,11
54428,Produto 54428,987.84,76
54429,Produto 54429,158.29,74
54430,Produto 54430,127.82,75
54431,Produto 54431,18.62,86
54432,Produto 54432,659.78,21
54433,Produto 54433,806.82,15
54434,Produto 54434,393.99,67
54435,Produto 54435,150.19,22
54436,Produto 54436,612.5,56
54437,Produto 54437,797.39,6
54438,Produto 54438,267.76,73
54439,Produto 54439,973.08,83
54440,Produto 54440,767.82,52
54441,Produto 54441,152.67,47
54442,Produto 54442,609.33,60
54443,Produto 54443,994.35,7
54444,Produto 54444,691.24,32
54445,Produto 54445,366.45,90
54446,Produto 54446,630.32,16
54447,Produto 54447,304.33,26
54448,Produto 54448,710.33,23
54449,Produto 54449,448.13,45
54450,Produto 54450,720.31,91
54451,Produto 54451,322.31,90
54452,Produto 54452,700.74,30
54453,Produto 54453,847.55,45
54454,Produto 54454,755.37,2
54455,Produto 54455,814.6,6
54456,Produto 54456,895.92,56
54457,Produto 54457,978.89,3
54458,Produto 54458,283.38,60
54459,Produto 54459,106.49,60
54460,Produto 54460,803.46,31
54461,Produto 54461,800.32,57
54462,Produto 54462,652.3,65
54463,Produto 54463,88.42,54
54464,Produto 54464,88.72,15
54465,Produto 54465,73.79,22
54466,Produto 54466,714.08,52
54467,Produto 54467,995.9,50
54468,Produto 54468,380.49,25
54469,Produto 54469,988.4,26
54470,Produto 54470,298.16,18
54471,Produto 54471,687.97,35
54472,Produto 54472,736.92,67
54473,Produto 54473,22.37,79
54474,Produto 54474,249.37,70
54475,Produto 54475,194.47,90
54476,Produto 54476,751.72,94
54477,Produto 54477,699.91,41
54478,Produto 54478,608.63,32
54479,Produto 54479,429.57,8
54480,Produto 54480,962.23,45
54481,Produto 54481,433.57,95
54482,Produto 54482,661.5,73
54483,Produto 54483,385.93,1
54484,Produto 54484,915.13,82
54485,Produto 54485,163.16,4
54486,Produto 54486,984.92,20
54487,Produto 54487,868.17,6
54488,Produto 54488,623.84,73
54489,Produto 54489,965.47,43
54490,Produto 54490,609.69,65
54491,Produto 54491,81.83,39
54492,Produto 54492,705.53,19
54493,Produto 54493,825.48,87
54494,Produto 54494,434.37,51
54495,Produto 54495,662.5,50
54496,Produto 54496,310.71,90
54497,Produto 54497,508.02,20
54498,Produto 54498,172.48,91
54499,Produto 54499,209.49,79
54500,Produto 54500,120.11,88
54501,Produto 54501,77.81,61
54502,Produto 54502,954.51,54
54503,Produto 54503,243.73,4
54504,Produto 54504,576.52,65
54505,Produto 54505,878.1,8
54506,Produto 54506,78.12,18
54507,Produto 54507,622.91,29
54508,Produto 54508,92.69,95
54509,Produto 54509,544.17,22
54510,Produto 54510,319.7,85
54511,Produto 54511,848.48,80
54512,Produto 54512,287.73,100
54513,Produto 54513,645.66,73
54514,Produto 54514,487.39,45
54515,Produto 54515,897.49,61
54516,Produto 54516,29.22,83
54517,Produto 54517,107.94,27
54518,Produto 54518,651.98,73
54519,Produto 54519,267.36,23
54520,Produto 54520,685.73,61
54521,Produto 54521,636.08,58
54522,Produto 54522,360.27,44
54523,Produto 54523,704.89,6
54524,Produto 54524,112.17,53
54525,Produto 54525,552.66,34
54526,Produto 54526,794.6,99
54527,Produto 54527,398.13,84
54528,Produto 54528,298.91,86
54529,Produto 54529,333.84,62
54530,Produto 54530,324.95,6
54531,Produto 54531,538.52,20
54532,Produto 54532,527.65,72
54533,Produto 54533,500.73,60
54534,Produto 54534,342.79,80
54535,Produto 54535,693.36,73
54536,Produto 54536,379.47,37
54537,Produto 54537,959.73,80
54538,Produto 54538,376.48,66
54539,Produto 54539,155.89,50
54540,Produto 54540,730.8,64
54541,Produto 54541,99.92,14
54542,Produto 54542,977.59,70
54543,Produto 54543,317.23,45
54544,Produto 54544,836.56,88
54545,Produto 54545,884.07,2
54546,Produto 54546,767.58,71
54547,Produto 54547,815.45,11
54548,Produto 54548,821.02,33
54549,Produto 54549,712.1,55
54550,Produto 54550,509.51,36
54551,Produto 54551,782.06,89
54552,Produto 54552,727.24,12
54553,Produto 54553,912.48,91
54554,Produto 54554,486.91,91
54555,Produto 54555,350.6,65
54556,Produto 54556,472.69,50
54557,Produto 54557,130.91,40
54558,Produto 54558,621.6,64
54559,Produto 54559,445.22,55
54560,Produto 54560,416.76,32
54561,Produto 54561,313.63,53
54562,Produto 54562,382.7,85
54563,Produto 54563,746.1,69
54564,Produto 54564,704.57,73
54565,Produto 54565,53.32,46
54566,Produto 54566,98.15,28
54567,Produto 54567,237.44,3
54568,Produto 54568,179.25,9
54569,Produto 54569,148.53,100
54570,Produto 54570,83.84,24
54571,Produto 54571,421.14,85
54572,Produto 54572,486.4,38
54573,Produto 54573,12.8,70
54574,Produto 54574,394.02,68
54575,Produto 54575,554.6,26
54576,Produto 54576,467.76,58
54577,Produto 54577,524.29,69
54578,Produto 54578,44.08,23
54579,Produto 54579,328.76,92
54580,Produto 54580,119.72,35
54581,Produto 54581,513.18,36
54582,Produto 54582,448.69,64
54583,Produto 54583,737.04,18
54584,Produto 54584,221.21,86
54585,Produto 54585,625.42,74
54586,Produto 54586,675.61,7
54587,Produto 54587,19.19,46
54588,Produto 54588,60.76,56
54589,Produto 54589,441.04,81
54590,Produto 54590,890.41,74
54591,Produto 54591,2.32,1
54592,Produto 54592,634.73,78
54593,Produto 54593,290.82,29
54594,Produto 54594,374.89,75
54595,Produto 54595,992.77,8
54596,Produto 54596,959.42,54
54597,Produto 54597,338.94,21
54598,Produto 54598,265.8,45
54599,Produto 54599,138.69,98
54600,Produto 54600,506.41,33
54601,Produto 54601,986.45,11
54602,Produto 54602,19.26,1
54603,Produto 54603,103.83,77
54604,Produto 54604,39.04,97
54605,Produto 54605,774.09,91
54606,Produto 54606,911.66,7
54607,Produto 54607,745.34,93
54608,Produto 54608,445.75,46
54609,Produto 54609,904.72,44
54610,Produto 54610,937.86,8
54611,Produto 54611,436.59,35
54612,Produto 54612,805.24,36
54613,Produto 54613,628.26,48
54614,Produto 54614,357.27,11
54615,Produto 54615,43.78,35
54616,Produto 54616,708.39,95
54617,Produto 54617,660.27,97
54618,Produto 54618,462.83,23
54619,Produto 54619,136.67,92
54620,Produto 54620,633.76,21
54621,Produto 54621,239.99,75
54622,Produto 54622,417.26,92
54623,Produto 54623,359.18,65
54624,Produto 54624,128.25,13
54625,Produto 54625,546.79,51
54626,Produto 54626,528.71,44
54627,Produto 54627,562.03,48
54628,Produto 54628,902.35,5
54629,Produto 54629,978.49,89
54630,Produto 54630,154.35,34
54631,Produto 54631,954.65,66
54632,Produto 54632,999.31,36
54633,Produto 54633,112.06,1
54634,Produto 54634,20.9,54
54635,Produto 54635,645.21,62
54636,Produto 54636,444.3,49
54637,Produto 54637,6.57,1
54638,Produto 54638,606.72,49
54639,Produto 54639,463.02,58
54640,Produto 54640,918.84,44
54641,Produto 54641,373.38,32
54642,Produto 54642,328.99,87
54643,Produto 54643,535.61,4
54644,Produto 54644,318.02,90
54645,Produto 54645,305.43,78
54646,Produto 54646,662.61,66
54647,Produto 54647,152.23,37
54648,Produto 54648,92.27,31
54649,Produto 54649,952.82,19
54650,Produto 54650,918.49,79
54651,Produto 54651,57.54,77
54652,Produto 54652,508.79,7
54653,Produto 54653,967.78,43
54654,Produto 54654,868.35,98
54655,Produto 54655,536.0,88
54656,Produto 54656,787.18,49
54657,Produto 54657,605.85,5
54658,Produto 54658,571.03,19
54659,Produto 54659,531.72,82
54660,Produto 54660,801.13,59
54661,Produto 54661,593.63,46
54662,Produto 54662,767.19,1
54663,Produto 54663,804.12,65
54664,Produto 54664,713.89,81
54665,Produto 54665,110.53,77
54666,Produto 54666,665.73,40
54667,Produto 54667,570.04,36
54668,Produto 54668,126.17,93
54669,Produto 54669,375.49,72
54670,Produto 54670,627.13,80
54671,Produto 54671,972.28,62
54672,Produto 54672,627.62,58
54673,Produto 54673,50.95,22
54674,Produto 54674,42.65,100
54675,Produto 54675,859.73,77
54676,Produto 54676,828.11,88
54677,Produto 54677,581.49,46
54678,Produto 54678,570.46,52
54679,Produto 54679,358.99,75
54680,Produto 54680,502.03,46
54681,Produto 54681,903.7,10
54682,Produto 54682,170.62,22
54683,Produto 54683,246.04,20
54684,Produto 54684,223.45,3
54685,Produto 54685,702.67,2
54686,Produto 54686,684.37,26
54687,Produto 54687,703.01,13
54688,Produto 54688,390.45,66
54689,Produto 54689,353.96,40
54690,Produto 54690,197.1,91
54691,Produto 54691,219.29,69
54692,Produto 54692,275.4,76
54693,Produto 54693,390.23,91
54694,Produto 54694,613.33,100
54695,Produto 54695,983.66,80
54696,Produto 54696,944.79,61
54697,Produto 54697,328.39,31
54698,Produto 54698,112.81,70
54699,Produto 54699,558.33,7
54700,Produto 54700,822.29,90
54701,Produto 54701,913.15,12
54702,Produto 54702,703.87,9
54703,Produto 54703,43.55,51
54704,Produto 54704,620.72,35
54705,Produto 54705,853.4,85
54706,Produto 54706,308.35,7
54707,Produto 54707,341.73,34
54708,Produto 54708,584.38,16
54709,Produto 54709,403.71,40
54710,Produto 54710,936.61,1
54711,Produto 54711,919.24,53
54712,Produto 54712,978.94,96
54713,Produto 54713,257.03,81
54714,Produto 54714,601.24,8
54715,Produto 54715,609.01,8
54716,Produto 54716,315.48,55
54717,Produto 54717,519.8,28
54718,Produto 54718,378.5,10
54719,Produto 54719,335.35,41
54720,Produto 54720,88.59,7
54721,Produto 54721,394.74,85
54722,Produto 54722,910.31,73
54723,Produto 54723,865.99,68
54724,Produto 54724,319.61,27
54725,Produto 54725,769.24,81
54726,Produto 54726,780.89,87
54727,Produto 54727,384.71,15
54728,Produto 54728,530.16,73
54729,Produto 54729,252.67,65
54730,Produto 54730,638.13,68
54731,Produto 54731,347.92,15
54732,Produto 54732,410.65,1
54733,Produto 54733,997.88,76
54734,Produto 54734,578.69,39
54735,Produto 54735,19.97,48
54736,Produto 54736,739.46,10
54737,Produto 54737,317.25,86
54738,Produto 54738,704.61,99
54739,Produto 54739,428.08,65
54740,Produto 54740,734.12,55
54741,Produto 54741,785.73,25
54742,Produto 54742,793.34,31
54743,Produto 54743,728.63,11
54744,Produto 54744,481.52,5
54745,Produto 54745,137.73,77
54746,Produto 54746,763.33,18
54747,Produto 54747,331.54,48
54748,Produto 54748,182.98,5
54749,Produto 54749,301.47,10
54750,Produto 54750,470.07,78
54751,Produto 54751,186.53,4
54752,Produto 54752,393.26,45
54753,Produto 54753,601.29,15
54754,Produto 54754,258.82,32
54755,Produto 54755,356.08,68
54756,Produto 54756,974.65,31
54757,Produto 54757,972.77,81
54758,Produto 54758,303.36,72
54759,Produto 54759,21.19,72
54760,Produto 54760,796.25,82
54761,Produto 54761,217.11,73
54762,Produto 54762,980.05,75
54763,Produto 54763,636.62,31
54764,Produto 54764,121.69,57
54765,Produto 54765,758.31,14
54766,Produto 54766,267.0,17
54767,Produto 54767,139.17,64
54768,Produto 54768,815.7,88
54769,Produto 54769,535.12,41
54770,Produto 54770,757.32,30
54771,Produto 54771,159.79,91
54772,Produto 54772,469.3,30
54773,Produto 54773,677.95,77
54774,Produto 54774,936.09,5
54775,Produto 54775,838.49,61
54776,Produto 54776,257.19,50
54777,Produto 54777,801.32,16
54778,Produto 54778,643.14,34
54779,Produto 54779,948.35,79
54780,Produto 54780,934.6,100
54781,Produto 54781,397.94,40
54782,Produto 54782,443.22,69
54783,Produto 54783,49.76,1
54784,Produto 54784,465.63,29
54785,Produto 54785,337.37,83
54786,Produto 54786,830.35,41
54787,Produto 54787,490.85,56
54788,Produto 54788,413.55,12
54789,Produto 54789,171.74,22
54790,Produto 54790,91.47,34
54791,Produto 54791,117.42,58
54792,Produto 54792,498.26,41
54793,Produto 54793,245.43,72
54794,Produto 54794,710.48,99
54795,Produto 54795,569.11,39
54796,Produto 54796,36.82,92
54797,Produto 54797,6.36,35
54798,Produto 54798,496.44,98
54799,Produto 54799,843.55,82
54800,Produto 54800,244.68,18
54801,Produto 54801,761.34,80
54802,Produto 54802,563.08,12
54803,Produto 54803,588.07,25
54804,Produto 54804,245.1,87
54805,Produto 54805,782.47,62
54806,Produto 54806,690.48,69
54807,Produto 54807,69.51,26
54808,Produto 54808,616.84,97
54809,Produto 54809,895.11,20
54810,Produto 54810,45.09,6
54811,Produto 54811,130.0,50
54812,Produto 54812,391.28,33
54813,Produto 54813,24.28,100
54814,Produto 54814,690.23,89
54815,Produto 54815,776.87,20
54816,Produto 54816,119.74,58
54817,Produto 54817,781.16,86
54818,Produto 54818,60.91,64
54819,Produto 54819,759.49,89
54820,Produto 54820,212.07,44
54821,Produto 54821,525.07,76
54822,Produto 54822,541.72,72
54823,Produto 54823,609.61,92
54824,Produto 54824,89.9,38
54825,Produto 54825,47.51,10
54826,Produto 54826,450.09,31
54827,Produto 54827,321.7,11
54828,Produto 54828,579.82,35
54829,Produto 54829,95.74,42
54830,Produto 54830,498.47,35
54831,Produto 54831,63.58,24
54832,Produto 54832,510.32,76
54833,Produto 54833,333.29,6
54834,Produto 54834,973.2,54
54835,Produto 54835,411.31,84
54836,Produto 54836,492.65,53
54837,Produto 54837,196.2,81
54838,Produto 54838,771.29,91
54839,Produto 54839,243.24,79
54840,Produto 54840,422.3,15
54841,Produto 54841,876.82,73
54842,Produto 54842,306.73,99
54843,Produto 54843,296.51,30
54844,Produto 54844,882.43,12
54845,Produto 54845,608.73,91
54846,Produto 54846,328.26,68
54847,Produto 54847,301.33,28
54848,Produto 54848,220.47,82
54849,Produto 54849,382.56,12
54850,Produto 54850,829.72,92
54851,Produto 54851,579.93,74
54852,Produto 54852,250.63,12
54853,Produto 54853,725.34,82
54854,Produto 54854,587.63,97
54855,Produto 54855,469.82,49
54856,Produto 54856,786.43,84
54857,Produto 54857,196.85,50
54858,Produto 54858,437.15,79
54859,Produto 54859,399.36,83
54860,Produto 54860,902.91,77
54861,Produto 54861,967.69,56
54862,Produto 54862,395.75,26
54863,Produto 54863,303.76,9
54864,Produto 54864,607.24,48
54865,Produto 54865,783.04,71
54866,Produto 54866,430.99,99
54867,Produto 54867,893.14,84
54868,Produto 54868,778.23,63
54869,Produto 54869,936.09,7
54870,Produto 54870,257.41,34
54871,Produto 54871,169.81,10
54872,Produto 54872,993.1,95
54873,Produto 54873,648.14,28
54874,Produto 54874,9.26,51
54875,Produto 54875,613.72,20
54876,Produto 54876,487.86,1
54877,Produto 54877,293.54,64
54878,Produto 54878,286.95,88
54879,Produto 54879,36.0,30
54880,Produto 54880,480.14,78
54881,Produto 54881,531.45,50
54882,Produto 54882,763.67,94
54883,Produto 54883,517.25,91
54884,Produto 54884,661.7,93
54885,Produto 54885,867.38,74
54886,Produto 54886,948.92,44
54887,Produto 54887,631.73,90
54888,Produto 54888,743.0,29
54889,Produto 54889,840.68,92
54890,Produto 54890,142.17,54
54891,Produto 54891,230.98,74
54892,Produto 54892,979.55,62
54893,Produto 54893,30.08,21
54894,Produto 54894,552.67,94
54895,Produto 54895,774.25,59
54896,Produto 54896,137.16,98
54897,Produto 54897,810.8,32
54898,Produto 54898,852.15,99
54899,Produto 54899,279.31,86
54900,Produto 54900,71.35,96
54901,Produto 54901,342.13,39
54902,Produto 54902,985.47,29
54903,Produto 54903,850.98,51
54904,Produto 54904,619.57,41
54905,Produto 54905,576.21,70
54906,Produto 54906,31.9,30
54907,Produto 54907,546.4,71
54908,Produto 54908,711.35,59
54909,Produto 54909,773.33,3
54910,Produto 54910,985.77,93
54911,Produto 54911,598.89,78
54912,Produto 54912,804.47,95
54913,Produto 54913,323.94,9
54914,Produto 54914,603.27,18
54915,Produto 54915,271.87,71
54916,Produto 54916,793.83,74
54917,Produto 54917,531.55,31
54918,Produto 54918,426.0,69
54919,Produto 54919,801.34,50
54920,Produto 54920,314.13,12
54921,Produto 54921,226.13,42
54922,Produto 54922,45.64,13
54923,Produto 54923,498.5,59
54924,Produto 54924,228.8,6
54925,Produto 54925,900.01,90
54926,Produto 54926,357.31,6
54927,Produto 54927,774.72,30
54928,Produto 54928,97.63,94
54929,Produto 54929,790.69,23
54930,Produto 54930,737.42,3
54931,Produto 54931,551.19,92
54932,Produto 54932,931.52,56
54933,Produto 54933,964.69,1
54934,Produto 54934,354.45,87
54935,Produto 54935,695.8,93
54936,Produto 54936,683.23,78
54937,Produto 54937,515.62,42
54938,Produto 54938,598.37,47
54939,Produto 54939,596.6,6
54940,Produto 54940,348.73,68
54941,Produto 54941,478.24,6
54942,Produto 54942,56.52,9
54943,Produto 54943,688.94,38
54944,Produto 54944,665.22,33
54945,Produto 54945,629.03,68
54946,Produto 54946,569.32,18
54947,Produto 54947,571.88,67
54948,Produto 54948,667.76,97
54949,Produto 54949,647.18,33
54950,Produto 54950,709.83,29
54951,Produto 54951,443.88,73
54952,Produto 54952,352.19,60
54953,Produto 54953,853.32,90
54954,Produto 54954,420.41,15
54955,Produto 54955,453.14,48
54956,Produto 54956,719.18,68
54957,Produto 54957,862.76,41
54958,Produto 54958,313.23,29
54959,Produto 54959,248.49,59
54960,Produto 54960,816.74,90
54961,Produto 54961,320.68,35
54962,Produto 54962,966.82,30
54963,Produto 54963,899.69,68
54964,Produto 54964,52.12,98
54965,Produto 54965,786.12,23
54966,Produto 54966,180.15,28
54967,Produto 54967,705.05,33
54968,Produto 54968,474.45,36
54969,Produto 54969,49.08,34
54970,Produto 54970,887.88,92
54971,Produto 54971,994.23,11
54972,Produto 54972,482.78,84
54973,Produto 54973,972.5,99
54974,Produto 54974,413.52,88
54975,Produto 54975,883.63,49
54976,Produto 54976,425.28,62
54977,Produto 54977,778.6,19
54978,Produto 54978,319.53,39
54979,Produto 54979,838.42,42
54980,Produto 54980,419.48,76
54981,Produto 54981,91.43,100
54982,Produto 54982,911.73,83
54983,Produto 54983,177.22,1
54984,Produto 54984,345.45,69
54985,Produto 54985,464.59,96
54986,Produto 54986,179.32,100
54987,Produto 54987,17.56,5
54988,Produto 54988,985.95,43
54989,Produto 54989,373.64,80
54990,Produto 54990,70.35,10
54991,Produto 54991,974.12,78
54992,Produto 54992,956.52,25
54993,Produto 54993,720.13,78
54994,Produto 54994,260.26,32
54995,Produto 54995,473.69,76
54996,Produto 54996,23.32,42
54997,Produto 54997,374.97,51
54998,Produto 54998,187.26,78
54999,Produto 54999,199.21,48
55000,Produto 55000,188.12,43
55001,Produto 55001,623.07,21
55002,Produto 55002,464.13,83
55003,Produto 55003,5.86,35
55004,Produto 55004,281.56,43
55005,Produto 55005,535.93,18
55006,Produto 55006,673.6,38
55007,Produto 55007,392.12,64
55008,Produto 55008,357.79,95
55009,Produto 55009,369.44,33
55010,Produto 55010,158.12,7
55011,Produto 55011,411.94,85
55012,Produto 55012,865.58,77
55013,Produto 55013,458.57,88
55014,Produto 55014,534.16,80
55015,Produto 55015,958.9,90
55016,Produto 55016,417.65,84
55017,Produto 55017,455.14,74
55018,Produto 55018,168.4,62
55019,Produto 55019,915.68,97
55020,Produto 55020,563.77,60
55021,Produto 55021,885.73,92
55022,Produto 55022,773.03,90
55023,Produto 55023,832.46,47
55024,Produto 55024,879.99,82
55025,Produto 55025,418.72,40
55026,Produto 55026,72.51,81
55027,Produto 55027,203.9,97
55028,Produto 55028,670.64,78
55029,Produto 55029,589.32,29
55030,Produto 55030,521.43,5
55031,Produto 55031,128.82,21
55032,Produto 55032,628.75,29
55033,Produto 55033,698.14,31
55034,Produto 55034,639.51,46
55035,Produto 55035,634.75,86
